,category,lat,lng,name,rating,reviews,yelpid
33,french,43.73149,-79.40346,The Monkey Bar,4.0,32,the-monkey-bar-toronto
34,french,43.6702957,-79.3910686,Sassafraz,3.5,261,sassafraz-toronto
35,french,43.6605944343,-79.4148484841,Le Notre Bistro,5.0,10,le-notre-bistro-toronto
36,french,43.65582,-79.39224,Midi Bistro,3.5,67,midi-bistro-toronto
37,french,43.66232,-79.33535,Greta Solomon's,4.0,11,greta-solomons-toronto
38,french,43.6476052,-79.3766496,Biff's Bistro,3.5,153,biffs-bistro-toronto
39,french,43.67524,-79.40636,Bar Begonia,3.5,39,bar-begonia-toronto
40,french,43.6410394111,-79.4343236519,The Tempered Room,4.0,40,the-tempered-room-toronto-2
41,french,43.6697469,-79.3934129,Nespresso Boutique Bar,4.0,35,nespresso-boutique-bar-toronto
42,french,43.64502,-79.41592,Jules Bistro,4.0,8,jules-bistro-toronto-2
43,french,43.6664195,-79.4039092,Crêpes à GoGo Spadina,4.0,65,crêpes-à-gogo-spadina-toronto-2
44,french,43.6561,-79.39369,Bodega Restaurant,3.5,87,bodega-restaurant-toronto-2
45,french,43.6666183,-79.3841095,Bumpkins Restaurant,4.0,14,bumpkins-restaurant-toronto
46,french,43.65621,-79.3932899,Café La Gaffe,3.5,87,café-la-gaffe-toronto-2
47,french,43.6721297,-79.387886,Crêpes à GoGo,3.5,142,crêpes-à-gogo-toronto-7
48,french,43.6440977,-79.4017714,Brioche Dorée,3.5,45,brioche-dorée-toronto
49,french,43.65985,-79.34627,Bonjour Brioche,3.5,256,bonjour-brioche-toronto
0,french,43.67985,-79.34122,Bistro Normandie Cafe,4.5,6,bistro-normandie-cafe-toronto
1,french,43.65546,-79.41352,ABBIOCCO,0.0,0,abbiocco-toronto
2,french,43.68934,-79.29744,Bistro Camino,4.0,11,bistro-camino-toronto
3,french,43.6648384,-79.3419374,Gare De L'est,4.0,6,gare-de-l-est-toronto
4,french,43.70588,-79.3749,Val D'Isere,4.5,2,val-d-isere-toronto
5,french,43.70416,-79.38817,Jules Cafe Patisserie,3.5,35,jules-cafe-patisserie-toronto
6,french,43.7248159,-79.4569044,Bazille,4.0,9,bazille-toronto
7,french,43.6550598,-79.4180832,Churrasqueira Do Sardinha,3.5,13,churrasqueira-do-sardinha-toronto-2
8,french,43.68159,-79.42761,The Rushton,3.5,61,the-rushton-toronto
9,french,43.70308,-79.38773,Cafe Pleiade,3.5,7,cafe-pleiade-toronto
10,french,43.6563299,-79.40954,Coq of the Walk,5.0,1,coq-of-the-walk-toronto
11,french,43.65056,-79.45043,Reunion Island Coffee,3.5,28,reunion-island-coffee-toronto
12,french,43.6688084,-79.3905524,Ici Bistro,3.0,3,ici-bistro-toronto-2
13,french,43.670883311,-79.3278544822,The Brickyard Bistro,4.0,1,the-brickyard-bistro-toronto
14,french,43.6447999,-79.39219,Sen5es,2.5,27,sen5es-toronto
15,french,43.67864,-79.39045,Avant Gout Restaurant,4.0,12,avant-gout-restaurant-toronto
16,french,43.6654306054,-79.4623838884,Roux,3.5,45,roux-toronto
17,french,43.65585,-79.41173,Kalendar,3.5,141,kalendar-toronto
18,french,43.67891,-79.39053,Carens Wine and Cheese Bar,2.5,14,carens-wine-and-cheese-bar-toronto-3
19,french,43.65171,-79.36745,Petite Thuet,3.5,8,petite-thuet-toronto-4
20,french,43.68024,-79.39118,Pastis Restaurant & Bar,3.5,4,pastis-restaurant-and-bar-toronto
21,french,43.64797,-79.37423,The Sultan's Tent & Cafe Moroc,3.0,210,the-sultans-tent-and-cafe-moroc-toronto
22,french,43.68416,-79.39208,Brownes Bistro,2.0,3,brownes-bistro-toronto-2
23,french,43.67115,-79.3918,Le Trou Normand Restaurant,2.5,10,le-trou-normand-restaurant-toronto
24,french,43.6548615,-79.4008789,Dag's Restaurant,2.0,2,dags-restaurant-toronto
25,french,43.6440887,-79.4201965,W Cabaret,2.0,1,w-cabaret-toronto
0,burgers,43.6554108,-79.384201,Bareburger,3.5,255,bareburger-toronto-2
1,burgers,43.6556342,-79.4024449,The Burgernator,4.0,243,the-burgernator-toronto
2,burgers,43.6485331,-79.3973028,The Burger's Priest,4.0,290,the-burgers-priest-toronto-2
3,burgers,43.66531,-79.38099,Fresh Burger,4.5,42,fresh-burger-toronto
4,burgers,43.65489,-79.41474,Rudy,4.5,28,rudy-toronto
5,burgers,43.6465208,-79.3778797,Hidden Burger,4.5,23,hidden-burger-toronto-2
6,burgers,43.6484934615,-79.3875788086,The Burger's Priest,3.5,86,the-burgers-priest-toronto-4
7,burgers,43.65507,-79.40195,Top Gun Steak & Burger,4.0,59,top-gun-steak-and-burger-toronto
8,burgers,43.68753,-79.39406,Holy Chuck,3.5,266,holy-chuck-toronto
9,burgers,43.6462338,-79.408856,Toma Burger Addiction,4.0,99,toma-burger-addiction-toronto
10,burgers,43.6713087,-79.3872227,Big Smoke Burger,3.5,146,big-smoke-burger-toronto-14
11,burgers,43.66499,-79.45568,Tuckshop Kitchen,4.5,30,tuckshop-kitchen-toronto
12,burgers,43.6681819576,-79.3884232868,Slab Burgers,3.5,65,slab-burgers-toronto
13,burgers,43.73146,-79.40411,McCoy Burger Company,4.0,31,mccoy-burger-company-toronto
14,burgers,43.6666719419,-79.3156067313,The Burger's Priest,4.0,413,the-burgers-priest-toronto
15,burgers,43.6635399,-79.3705826,The Irv Gastro Pub,4.5,63,the-irv-gastro-pub-toronto
16,burgers,43.66144,-79.38366,W Burger Bar,3.5,227,w-burger-bar-toronto
17,burgers,43.70481,-79.4057,Burger Shack,3.5,71,burger-shack-toronto
18,burgers,43.73258,-79.40374,Burger's Priest,3.5,205,burgers-priest-toronto
19,burgers,43.66256,-79.42382,Tallboys Craft Beer House,4.0,76,tallboys-craft-beer-house-toronto
20,burgers,43.6503716,-79.3803101,Manhattans Hand-Made Burgers,4.0,22,manhattans-hand-made-burgers-toronto
21,burgers,43.6652110377,-79.3849245511,Holy Chuck,3.0,39,holy-chuck-toronto-2
22,burgers,43.6484924,-79.3738547,The Works Gourmet Burger Bistro,3.5,132,the-works-gourmet-burger-bistro-toronto-3
23,burgers,43.6660359,-79.4078635,The Burger's Priest,3.5,23,the-burgers-priest-toronto-7
24,burgers,43.6588187333,-79.3821042779,JB Jacksons Burger,3.5,83,jb-jacksons-burger-toronto
25,burgers,43.650806931,-79.4507830963,The Rude Boy,3.5,69,the-rude-boy-toronto
26,burgers,43.657031,-79.381005,Five Guys,3.5,117,five-guys-toronto-5
27,burgers,43.6694,-79.3360299,Great Burger Kitchen,3.5,97,great-burger-kitchen-toronto
28,burgers,43.6496313761,-79.3762207733,Big Smoke Burger,3.5,69,big-smoke-burger-toronto-11
29,burgers,43.6444252843,-79.3996337087,Big Smoke Burger,3.5,131,big-smoke-burger-toronto-12
30,burgers,43.6436172,-79.405205,Kings Corner,5.0,11,kings-corner-toronto-3
31,burgers,43.6774594,-79.3523975,Burger Stomper,3.5,70,burger-stomper-toronto-2
32,burgers,43.66623,-79.48219,Jumbo Burger,4.0,34,jumbo-burger-toronto
33,burgers,43.6873559355,-79.3480139226,Extreme Burgers,4.0,15,extreme-burgers-toronto
34,burgers,43.64916,-79.38951,Fifth Pubhouse,3.5,61,fifth-pubhouse-toronto
35,burgers,43.67974,-79.33945,Square-Boy Drive-In,3.5,121,square-boy-drive-in-toronto
36,burgers,43.65194,-79.36641,South St Burger Bar,3.5,24,south-st-burger-bar-toronto-2
37,burgers,43.7256584,-79.3127899,WingBurger,4.5,26,wingburger-toronto
38,burgers,43.6589865733,-79.349707339,Dangerous Dan's Diner,3.0,134,dangerous-dans-diner-toronto
39,burgers,43.6599496025,-79.479805281,Grillway Subs & Burgers,4.0,35,grillway-subs-and-burgers-toronto
40,burgers,43.6709692568,-79.3926782962,South St. Burger,4.0,5,south-st-burger-toronto-2
41,burgers,43.6447325,-79.391851,Wahlburgers,2.5,238,wahlburgers-toronto
42,burgers,43.65502,-79.4140199,B'saha Restaurant,4.5,23,bsaha-restaurant-toronto
43,burgers,43.6459842,-79.3899415,A&W,4.5,7,a-and-w-toronto-24
44,burgers,43.64889,-79.4208699,BQM Burger Shoppe,3.0,66,bqm-burger-shoppe-toronto-5
45,burgers,43.684487,-79.318356,Forth Avenue Kitchen & Bar,4.5,22,forth-avenue-kitchen-and-bar-toronto
46,burgers,43.65535,-79.45617,The Bar with No Name,4.0,23,the-bar-with-no-name-toronto
47,burgers,43.720807128,-79.4562048465,Burger's Priest,3.0,41,burgers-priest-toronto-2
48,burgers,43.70976,-79.39873,South St. Burger Co.,3.0,47,south-st-burger-co-toronto-3
49,burgers,43.65572,-79.36417,Big Jack's Burger Shops,3.5,11,big-jacks-burger-shops-toronto
0,burgers,43.65767,-79.40268,Fancy Franks,3.5,102,fancy-franks-toronto
1,burgers,43.732407,-79.403917,The Burger Cellar,3.5,109,the-burger-cellar-toronto
2,burgers,43.6587181,-79.3821411,Big Moe's Burgers and Fries,3.0,16,big-moes-burgers-and-fries-toronto
3,burgers,43.656905,-79.358665,Flame Shack,3.5,12,flame-shack-toronto
4,burgers,43.65885,-79.3506699,Burger Shoppe,3.0,49,burger-shoppe-toronto-4
5,burgers,43.6484489,-79.3969803,Fancy Franks,3.5,41,fancy-franks-toronto-3
6,burgers,43.6971603507,-79.4632814596,W Burger Bar,3.5,27,w-burger-bar-toronto-2
7,burgers,43.675108,-79.454931,Dairy Freeze,3.0,35,dairy-freeze-toronto
8,burgers,43.6590440287,-79.3830707247,Duke's Refresher + Bar,4.0,122,dukes-refresher-bar-toronto
9,burgers,43.6498413,-79.3711014,b.good,3.5,61,b-good-toronto
10,burgers,43.65785,-79.4876,Woody's Burger Bar and Grill,3.5,20,woodys-burger-bar-and-grill-toronto
11,burgers,43.6507339,-79.477417,The Works Gourmet Burger Bistro,3.5,57,the-works-gourmet-burger-bistro-toronto-2
12,burgers,43.64996,-79.3891,Burger Factory,3.0,5,burger-factory-toronto
13,burgers,43.6401816241,-79.4190029677,Harvey's Restaurants,3.5,14,harveys-restaurants-toronto-17
14,burgers,43.64758,-79.40097,b.good,3.5,23,b-good-toronto-2
15,burgers,43.673888,-79.469605,Five Guys,3.0,11,five-guys-toronto-6
16,burgers,43.65475,-79.40037,The Dirty Bird Chicken + Waffles,3.5,208,the-dirty-bird-chicken-waffles-toronto-3
17,burgers,43.655055,-79.4185627,Burgatory,3.5,7,burgatory-toronto
18,burgers,43.6566577,-79.3836105,Waynak Modern Halal Eatery,5.0,4,waynak-modern-halal-eatery-toronto
19,burgers,43.6667240729,-79.3854839412,Hero Certified Burgers - Yonge & Irwin,2.5,31,hero-certified-burgers-yonge-and-irwin-toronto
20,burgers,43.65547,-79.41346,Utopia Café & Grill,3.5,225,utopia-café-and-grill-toronto-2
21,burgers,43.6976825,-79.3892086,The Red Lantern,3.5,26,the-red-lantern-toronto
22,burgers,43.7297505586,-79.4036489401,Hero Certified Burgers - Yonge & Lawrence,5.0,2,hero-certified-burgers-yonge-and-lawrence-toronto-2
23,burgers,43.6501,-79.4502,BQM Burger,3.0,13,bqm-burger-toronto
24,burgers,43.64187,-79.41121,BQM King West,4.0,2,bqm-king-west-toronto
25,burgers,43.6435202,-79.4227982,Dog & Bear Pub,3.0,61,dog-and-bear-pub-toronto
26,burgers,43.64953,-79.37773,Hero Certified Burgers - King & Yonge,2.5,30,hero-certified-burgers-king-and-yonge-toronto
27,burgers,43.64529,-79.38378,Jack Astor's Bar & Grill,3.0,172,jack-astors-bar-and-grill-toronto
28,burgers,43.67753,-79.3503999,Messini Authentic Gyros,3.5,366,messini-authentic-gyros-toronto
29,burgers,43.7069561753,-79.3971537351,A&W,3.0,6,a-and-w-toronto-8
30,burgers,43.6497424,-79.3785375,lbs. Restaurant,3.0,40,lbs-restaurant-toronto-3
31,burgers,43.65242,-79.3870998,Shake Shack,2.0,1,shake-shack-toronto
32,burgers,43.6507191125,-79.381404072,South St. Burger,3.5,21,south-st-burger-toronto-6
33,burgers,43.68707,-79.39341,Hero Certified Burgers - Yonge & St. Clair,3.5,4,hero-certified-burgers-yonge-and-st-clair-toronto
34,burgers,43.6630749477,-79.3840788595,A&W,2.5,21,a-and-w-toronto-2
35,burgers,43.65459,-79.38049,Big Smoke Burger - Toronto Eaton Centre,3.0,46,big-smoke-burger-toronto-eaton-centre-toronto
36,burgers,43.6771507,-79.3590393,KO Burger,2.0,16,ko-burger-toronto
37,burgers,43.65991,-79.37929,Steak & Cheese Factory,2.0,16,steak-and-cheese-factory-toronto-2
38,burgers,43.66024,-79.43521,Burger Shawarma,4.5,2,burger-shawarma-toronto
39,burgers,43.6703477,-79.2990918,Hero Certified Burgers - Beaches,3.0,13,hero-certified-burgers-beaches-toronto
40,burgers,43.67072,-79.38551,Jack Astor's Bar & Grill,3.5,63,jack-astors-bar-and-grill-toronto-6
41,burgers,43.6616496385,-79.4279493419,Fancy Franks,3.5,23,fancy-franks-toronto-2
42,burgers,43.7247752,-79.4553801,Big Smoke Burger,3.0,27,big-smoke-burger-toronto-10
43,burgers,43.7342987,-79.3436584,South Street Burger,3.5,8,south-street-burger-toronto-5
44,burgers,43.68408,-79.32131,Retro Burger,2.5,20,retro-burger-toronto-3
45,burgers,43.65499,-79.4019299,Bacon Nation,3.0,56,bacon-nation-toronto
46,burgers,43.66531,-79.41144,George's Deli & BBQ,3.5,26,georges-deli-and-bbq-toronto-2
47,burgers,43.66967,-79.41318,The Grapefruit Moon,3.5,120,the-grapefruit-moon-toronto
48,burgers,43.6651917,-79.3870392,Hero Certified Burgers - Bay & Wellesley,3.0,23,hero-certified-burgers-bay-and-wellesley-toronto
49,burgers,43.65949,-79.3662,Pure Pizza and Burgers,5.0,1,pure-pizza-and-burgers-toronto
0,burgers,43.7444198943,-79.2978438735,Big Moe's,3.0,30,big-moes-toronto-2
1,burgers,43.66116,-79.42856,Hurricanes Roadhouse Restaurant,3.5,36,hurricanes-roadhouse-restaurant-toronto
2,burgers,43.74553,-79.29647,Yummi's Burger & Shawarma,3.5,7,yummis-burger-and-shawarma-toronto
3,burgers,43.66176,-79.4273599,The Black Horse,3.5,18,the-black-horse-toronto
4,burgers,43.6558084688,-79.3637924003,Fuse,4.5,6,fuse-toronto
5,burgers,43.6655299,-79.38049,Hero Certified Burgers - Church & Wellesley,2.5,37,hero-certified-burgers-church-and-wellesley-toronto
6,burgers,43.66643,-79.4059,Wing Shop 366 and K O Burgers,2.0,14,wing-shop-366-and-k-o-burgers-toronto
7,burgers,43.6543965446,-79.3790650247,Fran's Restaurant,2.5,145,frans-restaurant-toronto-2
8,burgers,43.7230599,-79.41622,South Street Burger,2.0,5,south-street-burger-toronto-6
9,burgers,43.71541,-79.45544,Harvey's Restaurants,4.0,4,harveys-restaurants-toronto-14
10,burgers,43.7067018,-79.3755097,Hero Certified Burgers - Bayview & Leaside,1.0,1,hero-certified-burgers-bayview-and-leaside-toronto
11,burgers,43.6391,-79.42571,Shoeless Joe's,3.0,43,shoeless-joes-toronto
12,burgers,43.666481,-79.3746872,Teazers and Pleazers,3.0,1,teazers-and-pleazers-toronto
13,burgers,43.70496,-79.349548,Chunky Chicken,4.0,1,chunky-chicken-toronto-3
14,burgers,43.6885283463,-79.4125498689,Hero Certified Burgers - Spadina & Lonsdale,3.5,5,hero-certified-burgers-spadina-and-lonsdale-toronto
15,burgers,43.64944,-79.37744,b.good,3.0,17,b-good-toronto-6
16,burgers,43.64876,-79.39028,Jack Astor's Bar & Grill,3.0,91,jack-astors-bar-and-grill-toronto-2
17,burgers,43.66515,-79.41004,Paupers Pub,3.0,111,paupers-pub-toronto
18,burgers,43.67303,-79.31955,JP Restaurant,3.5,2,jp-restaurant-toronto
19,burgers,43.7069830501,-79.3964988202,Harvey's Restaurants,2.0,4,harveys-restaurants-toronto-15
20,burgers,43.67142,-79.39087,Flo's Diner,3.5,79,flos-diner-toronto
21,burgers,43.6486092,-79.3729095,Jack Astor's Bar & Grill,3.0,50,jack-astors-bar-and-grill-toronto-7
22,burgers,43.6574,-79.36554,Burger Zone,1.0,1,burger-zone-toronto
23,burgers,43.6515,-79.47562,The Yellow Griffin,3.0,96,the-yellow-griffin-toronto
24,burgers,43.7056155,-79.361144,Five Guys,3.0,20,five-guys-toronto-4
25,burgers,43.64769,-79.3864399,Lone Star Texas Grill,3.5,13,lone-star-texas-grill-toronto-2
26,burgers,43.65668,-79.38065,Harvey's Restaurants,3.5,9,harveys-restaurants-toronto-19
27,burgers,43.6565863725,-79.380073756,Jack Astor's Bar & Grill,3.0,169,jack-astors-bar-and-grill-toronto-3
28,burgers,43.65768,-79.39955,Burger King,2.0,6,burger-king-toronto-3
29,burgers,43.64713,-79.38266,Hero Certified Burgers - TD Towers,3.0,12,hero-certified-burgers-td-towers-toronto
30,burgers,43.65091,-79.37827,McDonalds,3.0,15,mcdonalds-toronto-82
31,burgers,43.62791,-79.49658,Tom's Dairy Freeze,4.5,78,toms-dairy-freeze-etobicoke
32,burgers,43.6812051,-79.4277171,South St Burger,2.5,11,south-st-burger-toronto
33,burgers,43.6439373,-79.4032631,McDonald's,1.5,17,mcdonalds-toronto-23
34,burgers,43.6695279834,-79.370383602,Gourmet Burger,1.0,1,gourmet-burger-toronto-6
35,burgers,43.6513201,-79.3793387,A&W,3.5,7,a-and-w-toronto-4
36,burgers,43.6898308,-79.4753799,Bishop Burger,3.0,5,bishop-burger-toronto
37,burgers,43.64913,-79.39162,Meltwich Food Co,1.0,1,meltwich-food-co-toronto
38,burgers,43.6415529,-79.3774096,A&W,4.0,1,a-and-w-toronto-15
39,burgers,43.6491013,-79.3959291,A&W,3.0,17,a-and-w-toronto-6
40,burgers,43.6628069244,-79.3834680305,Wendy's,3.5,12,wendys-toronto-15
41,burgers,43.6469499,-79.38397,Wendy's,4.0,1,wendys-toronto-2
42,burgers,43.66884,-79.38594,McDonald's,2.5,22,mcdonalds-toronto-74
43,burgers,43.64877,-79.38167,Five Guys,3.0,2,five-guys-toronto-2
44,burgers,43.65207,-79.40613,McDonald's,2.5,12,mcdonalds-toronto-76
45,burgers,43.6624399,-79.42438,The Wing Company,3.0,33,the-wing-company-toronto-5
46,burgers,43.71364,-79.36543,Shoeless Joe's,3.0,5,shoeless-joes-toronto-13
47,burgers,43.7072763,-79.3995622,A&W,3.0,1,a-and-w-toronto-3
48,burgers,43.66934,-79.30389,Beachside Grill,3.0,38,beachside-grill-toronto
49,burgers,43.6540618,-79.3800507,McDonalds,5.0,1,mcdonalds-toronto-64
0,burgers,43.6475388062,-79.3760240515,Fran's Restaurant,2.5,97,frans-restaurant-toronto-4
1,burgers,43.66886,-79.48329,New York Steak & Burger,3.0,1,new-york-steak-and-burger-toronto
2,burgers,43.6539,-79.40006,Tibet Cafe,3.5,26,tibet-cafe-toronto
3,burgers,43.6133065287,-79.4893259621,Chicken City Burgers,4.0,1,chicken-city-burgers-toronto
4,burgers,43.6679678498,-79.4391147886,McDonald's,2.0,22,mcdonalds-toronto
5,burgers,43.6441392146,-79.3885531386,Boston Pizza,3.0,41,boston-pizza-toronto-5
6,burgers,43.6383209,-79.4177628,Hero Certified Burgers - Liberty Village,2.0,17,hero-certified-burgers-liberty-village-toronto
7,burgers,43.67609,-79.3584,New York Cafe,3.5,35,new-york-cafe-toronto-2
8,burgers,43.6660098713,-79.4649138626,A&W,3.5,3,a-and-w-toronto-26
9,burgers,43.6605407426,-79.3761423979,Harvey's Restaurants,3.5,17,harveys-restaurants-toronto-3
10,burgers,43.6380190207,-79.3832251646,Local Lakeside Patio,2.5,12,local-lakeside-patio-toronto
11,burgers,43.71115,-79.3591,Harvey's Restaurants,1.0,1,harveys-restaurants-toronto-12
12,burgers,43.6496,-79.37038,McDonald's,2.0,6,mcdonalds-toronto-26
13,burgers,43.67153,-79.37794,McDonald's,3.0,12,mcdonalds-toronto-72
14,burgers,43.65191,-79.44797,Wild Wing,2.5,22,wild-wing-toronto-30
15,burgers,43.7021299,-79.29674,Duffy's Drive-In Restaurant,1.0,1,duffys-drive-in-restaurant-toronto
16,burgers,43.65518,-79.34057,District 28 Bar Bistro,3.0,8,district-28-bar-bistro-toronto
17,burgers,43.7071054774,-79.3975443456,McDonald's,3.5,2,mcdonalds-toronto-41
18,burgers,43.66504,-79.31907,McDonald's,2.5,14,mcdonalds-toronto-12
19,burgers,43.7049477884,-79.4522543611,McDonald's,1.0,1,mcdonalds-toronto-90
20,burgers,43.66646,-79.31506,Harvey's Restaurants,3.0,7,harveys-restaurants-toronto
21,burgers,43.6527004781,-79.3802907122,Richtree Natural Market Restaurants,2.5,9,richtree-natural-market-restaurants-toronto-4
22,burgers,43.6383875842,-79.4200811908,3 Brasseurs,3.5,2,3-brasseurs-toronto-2
23,burgers,43.6388023224,-79.3859335082,Shoeless Joe's,2.5,39,shoeless-joes-toronto-3
24,burgers,43.67221,-79.47062,Shoeless Joe's,3.0,15,shoeless-joes-toronto-12
25,burgers,43.6323508,-79.4212796,Epic Burgers and Waffles,2.5,5,epic-burgers-and-waffles-toronto
26,burgers,43.6449013,-79.3854904,Hero Certified Burgers - Simcoe Place,5.0,1,hero-certified-burgers-simcoe-place-toronto
27,burgers,43.68793,-79.39298,McDonald's,3.0,9,mcdonalds-toronto-4
28,burgers,NA,NA,Gotham Grill,3.5,6,gotham-grill-toronto
29,burgers,43.7115824,-79.3083617,Harvey's Restaurants,3.5,3,harveys-restaurants-toronto-13
30,burgers,43.6472092,-79.3793335,McDonald's,2.0,3,mcdonalds-toronto-78
31,burgers,43.68175,-79.42691,McDonald's,2.5,7,mcdonalds-toronto-14
32,burgers,43.652256,-79.383977,Hero Certified Burgers - Nathan Phillips Square,3.0,6,hero-certified-burgers-nathan-phillips-square-toronto
33,burgers,43.7120018,-79.3991013,The Right Wing Sport Bar,3.0,39,the-right-wing-sport-bar-toronto
34,burgers,43.6514015,-79.3831177,BnB Bistro,2.5,8,bnb-bistro-toronto
35,burgers,43.6595497,-79.3871994,Hero Certified Burgers - Toronto General Hospital,1.0,1,hero-certified-burgers-toronto-general-hospital-toronto
36,burgers,43.7467000532,-79.4734990597,The Hangar Bar And Grill,1.5,2,the-hangar-bar-and-grill-toronto
37,burgers,43.67647,-79.35851,McDonald's,2.0,12,mcdonalds-toronto-32
38,burgers,43.7066299,-79.39952,The Grill Brothers,3.0,4,the-grill-brothers-toronto
39,burgers,43.6722647485,-79.4678767928,McDonald's,1.0,6,mcdonalds-toronto-7
40,burgers,43.7472305,-79.384697,Hero Certified Burgers - Bayview & York Mills,3.0,12,hero-certified-burgers-bayview-and-york-mills-toronto
41,burgers,43.662008,-79.425032,McDonald's,3.5,7,mcdonalds-toronto-58
42,burgers,43.68963,-79.39444,Harvey's Restaurants,3.0,3,harveys-restaurants-toronto-16
43,burgers,43.65601,-79.3767,Asap City In & Out,5.0,2,asap-city-in-and-out-toronto-3
44,burgers,43.7346306,-79.3437729,Jack Astor's Bar & Grill,3.5,67,jack-astors-bar-and-grill-toronto-4
45,burgers,43.6470399,-79.3885899,Shoeless Joe's,2.5,64,shoeless-joes-toronto-7
46,burgers,43.66445,-79.38458,McDonald's,3.0,10,mcdonalds-toronto-20
47,burgers,43.71029,-79.36283,South St. Burger Co.,3.0,17,south-st-burger-co-east-york-2
48,burgers,43.65459,-79.38049,McDonald's,3.0,10,mcdonalds-toronto-77
49,burgers,43.63919,-79.42713,Burger King,2.5,7,burger-king-toronto-5
0,burgers,43.67498,-79.45728,D.Kinnas,5.0,2,d-kinnas-toronto
1,burgers,43.7050362628,-79.4713647034,York Burger,3.0,1,york-burger-toronto-2
2,burgers,43.6458573,-79.3878385,Burger King,4.0,2,burger-king-toronto-14
3,burgers,43.7097588,-79.3987274,South Street Burger,2.0,3,south-street-burger-toronto
4,burgers,43.6514,-79.38312,Hero Certified Burgers - Sheraton Centre Hotel,2.5,2,hero-certified-burgers-sheraton-centre-hotel-toronto
5,burgers,43.65141,-79.47617,McDonald's,1.5,10,mcdonalds-toronto-2
6,burgers,43.7108123,-79.3085513,Mr. Double Pizza & Chicken,4.0,2,mr-double-pizza-and-chicken-toronto-2
7,burgers,43.7015305,-79.2971802,Big Bite Burgerz,3.0,2,big-bite-burgerz-toronto
8,burgers,43.60204,-79.49849,Maple Leaf House,2.5,6,maple-leaf-house-toronto
9,burgers,43.7256702,-79.452168,A&W,2.0,2,a-and-w-toronto-7
10,burgers,43.66219,-79.38376,McDonald's,2.0,18,mcdonalds-toronto-17
11,burgers,43.6838684,-79.3207397,McDonald's,3.0,11,mcdonalds-toronto-11
12,burgers,43.65693,-79.4532,McDonald's,3.0,12,mcdonalds-toronto-5
13,burgers,43.63885,-79.44656,McDonald's,2.0,8,mcdonalds-toronto-3
14,burgers,43.656963,-79.4343958,Mcdonalds,1.0,1,mcdonalds-toronto-88
15,burgers,43.64832,-79.3891,Dublin Calling,3.0,3,dublin-calling-toronto
16,burgers,43.68979,-79.34865,McDonald's,2.5,9,mcdonalds-east-york
17,burgers,43.7130013,-79.4613113,Wendy's,3.5,3,wendys-toronto-14
18,burgers,43.68793,-79.39298,McDonald's,3.5,3,mcdonalds-toronto-73
19,burgers,43.6648084174,-79.3803861184,Big Johnson's,2.0,4,big-johnsons-toronto
20,burgers,43.6957436,-79.4496515,McDonald's,1.5,5,mcdonalds-toronto-57
21,burgers,43.6489,-79.39675,McDonald's,2.5,24,mcdonalds-toronto-16
22,burgers,43.64947,-79.37952,Wendy's,3.5,6,wendys-toronto-3
23,burgers,43.6537090273,-79.3909797361,McDonald's,3.0,6,mcdonalds-toronto-28
24,burgers,43.68128,-79.33454,Rails & Ales Pub,3.5,9,rails-and-ales-pub-toronto-2
25,burgers,43.67112,-79.4675199,Harvey's Restaurants,1.0,1,harveys-restaurants-toronto-10
26,burgers,43.6940421,-79.3277594,Diamond Corner,3.0,6,diamond-corner-east-york-2
27,burgers,43.7263358908,-79.2970204353,A&W,3.5,3,a-and-w-toronto-5
28,burgers,43.6595987109,-79.3291785148,Wendy's,2.5,4,wendys-toronto-4
29,burgers,43.66854,-79.33971,McDonald's,3.0,6,mcdonalds-toronto-8
30,burgers,43.69664,-79.44503,The Wing Machine,3.0,4,the-wing-machine-york-2
31,burgers,43.71003,-79.45332,Dairy Queen,1.5,3,dairy-queen-toronto-7
32,burgers,43.6546548,-79.4225962,A&W,2.0,4,a-and-w-toronto-23
33,burgers,43.65307,-79.37543,McDonald's,2.0,9,mcdonalds-toronto-13
34,burgers,43.64713,-79.38266,McDonald's,3.0,4,mcdonalds-toronto-15
35,burgers,43.67818,-79.4433899,McDonald's,1.5,7,mcdonalds-toronto-6
36,burgers,43.73015,-79.41845,Harvey's Restaurants,3.0,6,harveys-restaurants-toronto-18
37,burgers,43.7326393,-79.4045563,McDonald's,1.5,3,mcdonalds-toronto-36
38,burgers,43.7342987,-79.3436584,South St. Burger,2.5,2,south-st-burger-toronto-4
39,burgers,43.7093691567,-79.2951729218,McDonald's,2.0,4,mcdonalds-toronto-43
40,burgers,43.6024666,-79.4982224,McDonalds,1.5,10,mcdonalds-toronto-52
41,burgers,43.718407,-79.455649,Shoeless Joe's,2.5,17,shoeless-joes-north-york-3
42,burgers,43.72656,-79.34099,Harvey's Restaurants,3.0,7,harveys-restaurants-north-york-8
43,burgers,43.7142,-79.45635,Burger King,2.0,5,burger-king-north-york-6
44,burgers,43.7156885,-79.4466917,McDonald's,2.0,1,mcdonalds-north-york
45,burgers,43.71355,-79.33556,McDonald,2.5,3,mcdonald-north-york
46,burgers,43.69574,-79.44917,McDonald's,1.0,1,mcdonalds-york-8
47,burgers,43.6998,-79.47532,McDonald's,2.0,9,mcdonalds-north-york-2
48,burgers,43.7258064,-79.4174516,A&W,2.0,3,a-and-w-north-york-3
49,burgers,43.72645,-79.29693,A&W,3.0,1,a-and-w-scarborough
